"rel_path","folder","filename","conformance","status","error","size_mb","modified","mat_format","read_method","n_vars","vars","data_var","n_rows","n_cols","matrix_class","matrix_mb","inferred_version","file_version","effective_version","expected_cols","cols_ok","version_conflict","has_timestamps","ts_len","has_variablenames","variable_names","has_ampsettings","ampsettings_kb","has_metadata","has_machinename","n_meta_fields","missing_fields","extra_fields","rate_hz","dyno_gain","read_secs","m_SampleName","m_OpType","m_Operation","m_OperationType","m_TriggerTime","m_Rate","m_CutDiameter","m_SurfaceSpeed","m_MaxRPM","m_Notes","m_Feed","m_DepthOfCut","m_Insert","m_EdgeID","m_Machine","m_Tool","m_New_Edge","m_Swarf","m_SwarfID","m_Coolant","m_fileVersion","m_Dyno","m_Stream1","conformance_v2"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Coated\9-AA-MR-2023-3-24-F9-20MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Coated","9-AA-MR-2023-3-24-F9-20MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","535.952134","2024-09-28 16:36:56","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","8599040","9","double","619.13088","0.5","NaN","0.5","9","1","0","1","8599040","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","54.6881769","","","","","2023-03-30 09:25:46","25600","80","20","1000","","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F17-40MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F17-40MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","269.66117","2024-09-28 16:37:14","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","4257280","9","double","306.52416","0.5","NaN","0.5","9","1","0","1","4257280","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","58.6966927","","","","","2023-03-30 11:51:51","25600","80","40","1000","","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F18-40MPM_0.017feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F18-40MPM_0.017feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","771.194863","2024-09-28 16:37:15","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","12259840","9","double","882.70848","0.5","NaN","0.5","9","1","0","1","12259840","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","24.1788985","","","","","2023-03-30 13:06:29","25600","80","40","1000","","0.017","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F19-80MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F19-80MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","158.840191","2024-09-28 16:37:16","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2529280","9","double","182.10816","0.5","NaN","0.5","9","1","0","1","2529280","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","49.838038","","","","","2023-03-30 13:24:26","25600","80","40","1000","","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F20-20MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F20-20MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","519.37008","2024-09-28 16:37:18","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","8258560","9","double","594.61632","0.5","NaN","0.5","9","1","0","1","8258560","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","23.7276912","","","","","2023-03-30 13:39:30","25600","80","20","1000","","0.1","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F21-60MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F21-60MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","216.52654","2024-09-28 16:37:19","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3476480","9","double","250.30656","0.5","NaN","0.5","9","1","0","1","3476480","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","76.0748651","","","","","2023-03-30 14:13:44","25600","80","60","1000","","0.1","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F22-30MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F22-30MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","360.957034","2024-09-28 16:37:20","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","5747200","9","double","413.7984","0.5","NaN","0.5","9","1","0","1","5747200","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","98.258778","","","","","2023-03-30 14:21:04","25600","80","30","1000","","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F23-100MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F23-100MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","128.354289","2024-09-28 16:37:13","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2037760","9","double","146.71872","0.5","NaN","0.5","9","1","0","1","2037760","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","18.9808952","","","","","2023-03-30 14:30:08","25600","80","100","1000","","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD\9-AA-MR-2023-3-24-F24-200MPM_0.017feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\PCD","9-AA-MR-2023-3-24-F24-200MPM_0.017feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","173.194553","2024-09-28 16:37:12","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2741760","9","double","197.40672","0.5","NaN","0.5","9","1","0","1","2741760","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","51.0077774","","","","","2023-03-30 14:34:49","25600","80","200","4000","","0.017","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F1-30MPM_0.1feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F1-30MPM_0.1feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","178.330116","2024-09-28 16:37:09","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2854400","9","double","205.5168","0.5","NaN","0.5","9","1","0","1","2854400","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","18.4060772","","","","","2023-03-29 14:25:44","25600","80","30","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F2-30MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F2-30MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","351.142057","2024-09-28 16:37:07","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","5601280","9","double","403.29216","0.5","NaN","0.5","9","1","0","1","5601280","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","51.2992422","","","","","2023-03-29 14:38:56","25600","80","30","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F3-40MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F3-40MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","270.753458","2024-09-28 16:37:05","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","4318720","9","double","310.94784","0.5","NaN","0.5","9","1","0","1","4318720","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","22.2690144","","","","","2023-03-29 14:49:17","25600","80","40","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F4-10MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F4-10MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","1001.529411","2024-09-28 16:37:03","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","16409600","9","double","1181.4912","0.5","NaN","0.5","9","1","0","1","16409600","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","76.0951251","","","","","2023-03-29 14:54:10","25600","80","10","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F5-60MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F5-60MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","189.945126","2024-09-28 16:37:02","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3025920","9","double","217.86624","0.5","NaN","0.5","9","1","0","1","3025920","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","94.0658085","","","","","2023-03-29 15:43:48","25600","80","60","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F6-80MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F6-80MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","158.532806","2024-09-28 16:37:00","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2529280","9","double","182.10816","0.5","NaN","0.5","9","1","0","1","2529280","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","8.9259934","","","","","2023-03-29 15:53:14","25600","80","80","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F7-100MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F7-100MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","134.015459","2024-09-28 16:36:58","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2142720","9","double","154.27584","0.5","NaN","0.5","9","1","0","1","2142720","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","65.6304132","","","","","2023-03-29 15:59:41","25600","80","100","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated\9-AA-MR-2023-3-24-F8-20MPM_0.05feed_0.1DoC.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\9-AA-MR-2023-3-24\Parametric Study\Uncoated","9-AA-MR-2023-3-24-F8-20MPM_0.05feed_0.1DoC.mat","C - legacy layout, has metadata","ok","","526.254316","2024-09-28 16:37:10","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","8409600","9","double","605.4912","0.5","NaN","0.5","9","1","0","1","8409600","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","82.5434054","","","","","2023-03-30 08:04:31","25600","80","20","1000","","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\KnownGeometryTest.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data","KnownGeometryTest.mat","C - legacy layout, has metadata","ok","","190.308502","2024-09-28 16:36:14","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","3051520","9","double","219.70944","0.5","NaN","0.5","9","1","0","1","3051520","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","30.5353084","","","","","2023-03-29 13:59:12","25600","80","30","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\KnownGeometryTest2.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data","KnownGeometryTest2.mat","C - legacy layout, has metadata","ok","","176.810041","2024-09-28 16:36:12","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2826240","9","double","203.48928","0.5","NaN","0.5","9","1","0","1","2826240","0","","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","117.2420119","","","","","2023-03-29 14:05:09","25600","80","30","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\Air-Cut -cannot load.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","Air-Cut -cannot load.mat","C - legacy layout, has metadata","ok","","248.918247","2024-09-28 16:37:59","v6/v7","whos -file","3","DATA|VariableNames|metadata","DATA","2885120","13","double","300.05248","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","1","9","SampleName|OpType|Operation|OperationType|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","22.1206019","","","","","2023-03-29 11:10:53","25600","80","10","1000","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\AirCut+CoolNoise-30MPM_0.05feed_0.1DoC20Bar.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","AirCut+CoolNoise-30MPM_0.05feed_0.1DoC20Bar.mat","C - legacy layout, has metadata","ok","","361.295258","2024-09-28 16:38:01","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","5770240","9","double","415.45728","0.5","NaN","0.5","9","1","0","1","5770240","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","75.9891081","","","","","2023-04-04 15:19:38","25600","80","30","1000","Air Cut, Coolant ON (20 Bar)","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\AirCut+CoolNoise-30MPM_0.05feed_0.1DoC70Bar.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","AirCut+CoolNoise-30MPM_0.05feed_0.1DoC70Bar.mat","C - legacy layout, has metadata","ok","","389.950586","2024-09-28 16:38:03","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","6144000","9","double","442.368","0.5","NaN","0.5","9","1","0","1","6144000","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","89.8845717","","","","","2023-04-04 14:49:47","25600","80","30","1000","Air-Cut + Coolant ON (70 Bar)","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\CoolNoise-30MPM_0.05feed_0.1DoC20Bar.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","CoolNoise-30MPM_0.05feed_0.1DoC20Bar.mat","C - legacy layout, has metadata","ok","","167.223095","2024-09-28 16:38:02","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2654720","9","double","191.13984","0.5","NaN","0.5","9","1","0","1","2654720","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","13.3251001","","","","","2023-04-04 15:15:57","25600","80","30","1000","Noise Test, Coolant ON (20 Bar)","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\Empty Air Cut.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","Empty Air Cut.mat","C - legacy layout, has metadata","ok","","395.353646","2024-09-28 16:38:06","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","6382080","9","double","459.50976","0.5","NaN","0.5","9","1","0","1","6382080","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","75.0066502","","","","","2023-04-04 08:30:59","25600","80","30","1000","Floor 9+ Spindle + Air cut no materials","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\Floor + Spindle + AirCut.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","Floor + Spindle + AirCut.mat","C - legacy layout, has metadata","ok","","353.639064","2024-09-28 16:37:55","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","5652480","9","double","406.97856","0.5","NaN","0.5","9","1","0","1","5652480","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","74.3589493","","","","","2023-04-04 07:50:52","25600","80","30","1000","Floor + Spindle","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\Only Coolant Out of Hole.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","Only Coolant Out of Hole.mat","C - legacy layout, has metadata","ok","","47.811422","2024-09-28 16:38:07","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","755200","9","double","54.3744","0.5","NaN","0.5","9","1","0","1","755200","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","1.6295727","","","","","2023-04-04 08:28:46","25600","80","30","1000","Cooolant","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\OnlyCoolant70Bar.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","OnlyCoolant70Bar.mat","C - legacy layout, has metadata","ok","","170.93304","2024-09-28 16:38:05","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2672640","9","double","192.43008","0.5","NaN","0.5","9","1","0","1","2672640","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","52.8162911","","","","","2023-04-04 14:18:51","25600","80","30","1000","Coolant Noise Check 70 Bar","0.05","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data\Pure Machine Noise.mat","6. FAST Ti-64 Rolled + Powder (Dennis)\4. Data\Noise Data","Pure Machine Noise.mat","C - legacy layout, has metadata","ok","","167.448148","2024-09-28 16:37:54","v7.3 (HDF5)","matfile (partial)","3","data|metadata|timestamps","data","2785280","9","double","200.54016","0.5","NaN","0.5","9","1","0","1","2785280","0","","0","NaN","1","1","11","SampleName|OpType|Operation|OperationType|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","MachineName","25600","1","20.0187689","","","","","2023-04-04 07:32:40","25600","80","30","1000","Noise Floor With Mahcine ON","0.1","0.1","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
