"rel_path","folder","filename","conformance","status","error","size_mb","modified","mat_format","read_method","n_vars","vars","data_var","n_rows","n_cols","matrix_class","matrix_mb","inferred_version","file_version","effective_version","expected_cols","cols_ok","version_conflict","has_timestamps","ts_len","has_variablenames","variable_names","has_ampsettings","ampsettings_kb","has_metadata","has_machinename","n_meta_fields","missing_fields","extra_fields","rate_hz","dyno_gain","read_secs","m_SampleName","m_OpType","m_Operation","m_OperationType","m_TriggerTime","m_Rate","m_CutDiameter","m_SurfaceSpeed","m_MaxRPM","m_Notes","m_Feed","m_DepthOfCut","m_Insert","m_EdgeID","m_Machine","m_Tool","m_New_Edge","m_Swarf","m_SwarfID","m_Coolant","m_fileVersion","m_Dyno","m_Stream1","conformance_v2"
"2. Standard Ti-64 Billet (Emily)\2. Force Data\C1_Dia204-80RPM-08.mat","2. Standard Ti-64 Billet (Emily)\2. Force Data","C1_Dia204-80RPM-08.mat","C - legacy layout, has metadata","ok","","1857.142014","2022-08-08 11:21:07","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","20131840","13","double","2093.71136","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","48.3339734","","","","","2022-08-08 11:05:17","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-30MPM-01.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-30MPM-01.mat","C - legacy layout, has metadata","ok","","2310.389664","2022-08-02 13:22:10","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25256960","13","double","2626.72384","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","136.001353","","","","","2022-08-02 13:02:22","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-30MPM-02.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-30MPM-02.mat","C - legacy layout, has metadata","ok","","2398.594949","2022-08-02 16:08:43","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","26342400","13","double","2739.6096","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","86.5990501","","","","","2022-08-02 15:45:45","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-30MPM-09.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-30MPM-09.mat","C - legacy layout, has metadata","ok","","2329.051064","2022-08-03 10:07:24","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25502720","13","double","2652.28288","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","75.8836788","","","","","2022-08-03 09:48:21","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-30MPM-10.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-30MPM-10.mat","C - legacy layout, has metadata","ok","","2319.408893","2022-08-03 10:56:24","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25395200","13","double","2641.1008","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","79.6728768","","","","","2022-08-03 10:37:28","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-40MPM-03.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-40MPM-03.mat","C - legacy layout, has metadata","ok","","2037.822981","2022-08-03 07:37:53","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","22568960","13","double","2347.17184","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","70.8468609","","","","","2022-08-03 07:21:04","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-50MPM-04.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-50MPM-04.mat","C - legacy layout, has metadata","ok","","1399.556561","2022-08-03 07:50:49","v6/v7","whos -file","3","DATA|VariableNames|metadata","DATA","15823360","13","double","1645.62944","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","52.5217783","","","","","2022-08-03 07:39:11","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-60MPM-05.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-60MPM-05.mat","C - legacy layout, has metadata","ok","","1284.366858","2022-08-03 08:17:09","v6/v7","whos -file","3","DATA|VariableNames|metadata","DATA","14640640","13","double","1522.62656","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","69.5266263","","","","","2022-08-03 08:06:15","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-60RPM-06.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-60RPM-06.mat","C - legacy layout, has metadata","ok","","2925.117857","2022-08-03 08:43:09","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","32168960","13","double","3345.57184","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","86.3856762","","","","","2022-08-03 08:19:06","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-70RPM-07.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-70RPM-07.mat","C - legacy layout, has metadata","ok","","2508.083111","2022-08-03 09:03:53","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","27607040","13","double","2871.13216","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","121.4596472","","","","","2022-08-03 08:43:20","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1\A1_Dia246-80RPM-08.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-1","A1_Dia246-80RPM-08.mat","C - legacy layout, has metadata","ok","","2184.828898","2022-08-03 09:22:09","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","23982080","13","double","2494.13632","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","62.5320009","","","","","2022-08-03 09:04:17","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-2\A2_Dia246-30MPM-01.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-2","A2_Dia246-30MPM-01.mat","C - legacy layout, has metadata","ok","","2386.373785","2022-08-03 13:43:46","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","26112000","13","double","2715.648","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","134.1410217","","","","","2022-08-03 13:24:09","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-2\A2_Dia246-30MPM-02.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-2","A2_Dia246-30MPM-02.mat","C - legacy layout, has metadata","ok","","2291.228408","2022-08-03 14:04:41","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25047040","13","double","2604.89216","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","94.6976146","","","","","2022-08-03 13:45:12","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-2\A2_Dia246-30MPM-03.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-A FACE-2","A2_Dia246-30MPM-03.mat","C - legacy layout, has metadata","ok","","2302.30386","2022-08-03 14:25:56","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25180160","13","double","2618.73664","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","140.7547157","","","","","2022-08-03 14:06:54","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-30MPM-01.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-30MPM-01.mat","C - legacy layout, has metadata","ok","","2393.627459","2022-08-04 08:42:21","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","26158080","13","double","2720.44032","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","63.882061","","","","","2022-08-04 08:22:37","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-30MPM-09.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-30MPM-09.mat","C - legacy layout, has metadata","ok","","2322.023863","2022-08-04 11:31:58","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25351680","13","double","2636.57472","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","96.1957566","","","","","2022-08-04 11:10:49","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-30MPM-10.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-30MPM-10.mat","C - legacy layout, has metadata","ok","","2293.074015","2022-08-04 11:50:46","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25064960","13","double","2606.75584","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","50.9889633","","","","","2022-08-04 11:32:08","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-40MPM-02.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-40MPM-02.mat","C - legacy layout, has metadata","ok","","1678.891678","2022-08-04 08:56:54","v6/v7","whos -file","3","DATA|VariableNames|metadata","DATA","18890240","13","double","1964.58496","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","66.907837","","","","","2022-08-04 08:42:44","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-50MPM-03.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-50MPM-03.mat","C - legacy layout, has metadata","ok","","1396.830696","2022-08-04 09:10:45","v6/v7","whos -file","3","DATA|VariableNames|metadata","DATA","15720960","13","double","1634.97984","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","35.1038977","","","","","2022-08-04 08:59:08","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-60MPM-04-PossibleError.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-60MPM-04-PossibleError.mat","C - legacy layout, has metadata","ok","","1191.011533","2022-08-04 09:21:29","v6/v7","whos -file","3","DATA|VariableNames|metadata","DATA","13309440","13","double","1384.18176","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","40.7180554","","","","","2022-08-04 09:11:36","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-60MPM-05.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-60MPM-05.mat","C - legacy layout, has metadata","ok","","1162.919157","2022-08-04 09:32:39","v6/v7","whos -file","3","DATA|VariableNames|metadata","DATA","13081600","13","double","1360.4864","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","58.7884155","","","","","2022-08-04 09:23:00","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-60RPM-06.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-60RPM-06.mat","C - legacy layout, has metadata","ok","","2959.678537","2022-08-04 09:58:45","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","32348160","13","double","3364.20864","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","36.9086446","","","","","2022-08-04 09:34:41","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-70RPM-07.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-70RPM-07.mat","C - legacy layout, has metadata","ok","","2552.651908","2022-08-04 10:19:43","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","27934720","13","double","2905.21088","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","117.106846","","","","","2022-08-04 09:58:56","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1\B1-Dia246-80RPM-08.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-1","B1-Dia246-80RPM-08.mat","C - legacy layout, has metadata","ok","","2252.042648","2022-08-14 20:19:30","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","24640000","13","double","2562.56","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","86.1240374","","","","","2022-08-04 10:50:40","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
"3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-2\B2-Dia246-30MPM-01.mat","3. FAST Ti-64 Swarf Digital Twin\2. Cutting Force Data\DISC-B FACE-2","B2-Dia246-30MPM-01.mat","C - legacy layout, has metadata","ok","","2374.769778","2022-08-04 14:25:57","v7.3 (HDF5)","matfile (partial)","3","DATA|VariableNames|metadata","DATA","25971200","13","double","2701.0048","0.1","NaN","0.1","13","1","0","0","NaN","1","Time|Fx|Fy|Fz|Fx1|Fx2|Fy1|Fy2|Fz1|Fz2|Fz3|Fz4|Tacho (ai0)","0","NaN","1","0","4","SampleName|OpType|Operation|OperationType|CutDiameter|SurfaceSpeed|MaxRPM|Notes|Feed|DepthOfCut|Insert|EdgeID|Machine|Tool|New_Edge|Swarf|SwarfID|Coolant|fileVersion","","25600","100","120.0221918","","","","","2022-08-04 14:06:33","25600","","","","","","","","","","","","","","","","struct{Devices,Gain}","struct{Device,DeviceIndex,Channels,MeasurementType,RateLim,VariableName}","C - legacy layout, has metadata"
